,c_yellow,p_credit,t_BronBron,t_BronBroo,t_BronManh,t_BronQuee,t_BrooBron,t_BrooBroo,t_BrooManh,t_BrooQuee,t_ManhBron,t_ManhBroo,t_ManhManh,t_ManhQuee,t_ManhStat,t_QueeBron,t_QueeBroo,t_QueeManh,t_QueeQuee,p_Bron,p_Broo,p_Manh,p_Quee,d_Bron,d_Broo,d_Manh,d_Quee,d_Stat,pass,dist,fare,tip,tolls,total,p_day,p_hour
38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20441537203597707,0.174496644295302,0.2613195342820181,0.0,0.2020516366989396,0.5,0.6521739130434783
39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2586535840828563,0.18120805369127518,0.0,0.23980016652789343,0.19455970493314895,0.3333333333333333,0.8260869565217391
40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2551103843008994,0.1912751677852349,0.04312203536006899,0.0,0.18729829414476717,0.5,0.30434782608695654
41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02153175252112292,0.07718120805369127,0.1358344113842173,0.0,0.10171738128169663,0.5,0.4782608695652174
42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.12782774597983101,0.12751677852348994,0.0,0.0,0.12678653757491934,0.3333333333333333,0.4782608695652174
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.03107113654946851,0.030201342281879196,0.11384217335058214,0.0,0.05843706777316736,0.3333333333333333,0.2608695652173913
44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03515944399018806,0.04026845637583893,0.0,0.0,0.05763024435223606,0.5,0.6956521739130435
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13246116107931316,0.11073825503355704,0.0,0.0,0.11526048870447211,0.0,0.9130434782608695
46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.026982829108748975,0.07046979865771812,0.0,0.0,0.07780082987551867,0.8333333333333333,0.6956521739130435
47,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.05124011992368492,0.07382550335570469,0.0,0.0,0.08068234209313048,0.8333333333333333,0.7391304347826086
48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.02425729081493595,0.04026845637583893,0.09271237602414832,0.0,0.067139234670355,0.5,0.9130434782608695
49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3663123466884709,0.2348993288590604,0.0,0.0,0.2103503918856616,0.3333333333333333,0.7826086956521738
50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07604251839738346,0.06375838926174496,0.12289780077619664,0.0,0.09134393729829414,1.0,0.043478260869565216
51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09321340964840555,0.12080536912751678,0.1923242777059077,0.0,0.146726602120793,0.5,0.5217391304347826
52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.5336603979285908,0.3422818791946309,0.0,0.23980016652789343,0.37033195020746895,0.16666666666666666,0.7391304347826086
53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.019078768056691193,0.030201342281879196,0.07589478223372143,0.0,0.05336560627017059,1.0,0.5652173913043478
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12237666939220494,0.1174496644295302,0.1923242777059077,0.0,0.146726602120793,0.6666666666666666,1.0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4000000000000001,0.022076860179885523,0.04026845637583893,0.08624407072013798,0.0,0.06339326878745967,0.8333333333333333,0.8260869565217391
56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02425729081493595,0.026845637583892617,0.0,0.0,0.02881512217611803,0.6666666666666666,0.9565217391304348
57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.06514036522213135,0.11073825503355704,0.0,0.0,0.11237897648686031,0.3333333333333333,0.43478260869565216
58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011719814663396019,0.020134228187919462,0.0,0.0,0.037459658828953434,0.5,1.0
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.02752793676751158,0.030201342281879196,0.0,0.0,0.046104195481788846,0.5,0.9130434782608695
60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.037339874625238474,0.053691275167785234,0.1328158689090125,0.0,0.08114338404794837,0.16666666666666666,0.43478260869565216
61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06568547288089396,0.09731543624161074,0.1621388529538594,0.0,0.12252189949285386,0.8333333333333333,0.8260869565217391
62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.017715998909784682,0.03355704697986577,0.12031047865459249,0.0,0.0621830336560627,0.6666666666666666,0.5652173913043478
63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0896702098664486,0.09731543624161074,0.0,0.0,0.1008529276164131,0.0,0.5652173913043478
64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4000000000000001,0.032979013355137636,0.0436241610738255,0.0,0.0,0.05763024435223606,0.6666666666666666,0.08695652173913043
65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01471790678659035,0.0436241610738255,0.0646830530401035,0.0,0.06339326878745967,1.0,0.6521739130434783
66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09539384028345596,0.10402684563758388,0.04312203536006899,0.0,0.1181420009220839,0.3333333333333333,0.8260869565217391
67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028890705914418096,0.030201342281879196,0.07589478223372143,0.0,0.05336560627017059,0.3333333333333333,0.30434782608695654
68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05369310438811665,0.07046979865771812,0.12764122466580421,0.0,0.09485938220378055,0.16666666666666666,0.6521739130434783
69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.026982829108748975,0.03691275167785235,0.08408796895213454,0.0,0.060223605348086684,0.6666666666666666,0.34782608695652173
70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.050149904606159715,0.06040268456375839,0.0,0.0,0.07203780544029507,0.8333333333333333,1.0
71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21640774052875442,0.19463087248322147,0.0,0.0,0.18729829414476717,1.0,0.043478260869565216
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.026982829108748975,0.03691275167785235,0.0,0.0,0.04898570769940065,0.8333333333333333,0.5652173913043478
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.016080675933496862,0.026845637583892617,0.07115135834411383,0.0,0.04985016136468418,0.16666666666666666,0.6521739130434783
74,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.04251839738348324,0.05033557046979866,0.07761966364812418,0.0,0.07664822498847396,0.0,0.8260869565217391
75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03515944399018806,0.0436241610738255,0.09702457956015523,0.0,0.07059704933148918,1.0,0.9565217391304348
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0397928590896702,0.05704697986577182,0.0,0.0,0.06915629322268327,0.6666666666666666,1.0
77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.010629599345870808,0.020134228187919462,0.0,0.0,0.034578146611341634,0.8333333333333333,0.7826086956521738
